donor,path,depth,direct_file_count,direct_child_dir_count,recursive_file_count,recursive_bytes,languages,classifications,children,reviewed_surface_count,reviewed_modules,fourth_order_record_ids,current_resolution,review_rationale,review_status
defyxVPN,macos/Runner/Assets.xcassets/AppIcon.appiconset,4,8,0,8,164317,json;unknown,configuration;media,,8,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 8 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner/Base.lproj,3,1,0,1,23729,unknown,implementation,,1,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/Runner/Configs,3,4,0,4,1344,unknown,implementation,,4,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,macos/RunnerTests,2,1,0,1,290,swift,implementation,,1,defyx-macos,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,scripts,1,1,0,1,8954,shell,script,,1,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,test,1,1,0,1,975,dart,test-or-fixture,,1,defyx-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,web,1,3,1,7,43183,html;json;unknown,media;ui-or-product,icons,7,defyx-web,n/a,fully-accounted-fourth-order,Directory recursively resolves to 7 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,web/icons,2,4,0,4,40136,unknown,media,,4,defyx-web,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,windows,1,2,2,18,68499,c;cpp;unknown,implementation;media,flutter;runner,18,defyx-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 18 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,windows/flutter,2,4,0,4,5582,c;cpp;unknown,implementation,,4,defyx-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,windows/runner,2,11,1,12,58472,c;cpp;unknown,implementation;media,resources,12,defyx-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 12 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
defyxVPN,windows/runner/resources,3,1,0,1,33772,unknown,media,,1,defyx-windows,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-configs,.,0,3,4,74,137859630,json;markdown;python;unknown;yaml,configuration;documentation;governance;implementation;media;repository-administration,.github;githubmirror;qr-codes;source,74,configs-ci;configs-corpus;configs-network;configs-parser;configs-qr;configs-root;configs-source-catalog;configs-tooling,FO-003;FO-008,fully-accounted-fourth-order,Directory recursively resolves to 74 exact hashed surfaces across 8 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-configs,.github,1,0,1,2,2016,yaml,repository-administration,workflows,2,configs-ci,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-configs,.github/workflows,2,2,0,2,2016,yaml,repository-administration,,2,configs-ci,n/a,fully-accounted-fourth-order,Directory recursively resolves to 2 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-configs,githubmirror,1,26,0,26,137611952,unknown,implementation,,26,configs-corpus,n/a,fully-accounted-fourth-order,Directory recursively resolves to 26 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-configs,qr-codes,1,26,0,26,64143,unknown,media,,26,configs-qr,n/a,fully-accounted-fourth-order,Directory recursively resolves to 26 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-configs,source,1,4,2,17,101021,json;python;unknown,configuration;governance;implementation,config;src,17,configs-network;configs-parser;configs-root;configs-source-catalog;configs-tooling,FO-003;FO-008,fully-accounted-fourth-order,Directory recursively resolves to 17 exact hashed surfaces across 5 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-configs,source/config,2,3,0,3,26697,json,configuration,,3,configs-source-catalog,FO-003,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-configs,source/src,2,10,0,10,35125,python,implementation,,10,configs-network;configs-parser;configs-tooling,FO-008,fully-accounted-fourth-order,Directory recursively resolves to 10 exact hashed surfaces across 3 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,.,0,3,2,69,1203553,css;html;javascript;json;markdown;python;unknown;yaml,configuration;documentation;governance;implementation;media;repository-administration;ui-or-product,.github;source,69,site-app;site-build;site-i18n;site-js;site-root;site-routes;site-services;site-static;site-templates,FO-005,fully-accounted-fourth-order,Directory recursively resolves to 69 exact hashed surfaces across 9 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,.github,1,0,1,1,2802,yaml,repository-administration,workflows,1,site-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,.github/workflows,2,1,0,1,2802,yaml,repository-administration,,1,site-root,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source,1,5,1,65,1152067,css;html;javascript;json;python;unknown,configuration;implementation;media;ui-or-product,app,65,site-app;site-build;site-i18n;site-js;site-routes;site-services;site-static;site-templates,FO-005,fully-accounted-fourth-order,Directory recursively resolves to 65 exact hashed surfaces across 8 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app,2,3,4,60,1137095,css;html;javascript;json;python;unknown,media;ui-or-product,routes;services;static;templates,60,site-app;site-i18n;site-js;site-routes;site-services;site-static;site-templates,FO-005,fully-accounted-fourth-order,Directory recursively resolves to 60 exact hashed surfaces across 7 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/routes,3,3,0,3,5306,python,ui-or-product,,3,site-routes,n/a,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/services,3,3,0,3,20814,python,ui-or-product,,3,site-services,FO-005,fully-accounted-fourth-order,Directory recursively resolves to 3 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/static,3,3,6,41,887150,css;javascript;json;unknown,media;ui-or-product,css;i18n;images;js;media;qr-codes,41,site-i18n;site-js;site-static,n/a,fully-accounted-fourth-order,Directory recursively resolves to 41 exact hashed surfaces across 3 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/static/css,4,1,0,1,74057,css,ui-or-product,,1,site-static,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/static/i18n,4,1,0,1,130518,json,ui-or-product,,1,site-i18n,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/static/images,4,1,0,1,62549,unknown,media,,1,site-static,n/a,fully-accounted-fourth-order,Directory recursively resolves to 1 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/static/js,4,4,0,4,34095,javascript,ui-or-product,,4,site-js,n/a,fully-accounted-fourth-order,Directory recursively resolves to 4 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/static/media,4,5,0,5,480341,unknown,media,,5,site-static,n/a,fully-accounted-fourth-order,Directory recursively resolves to 5 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/static/qr-codes,4,26,0,26,64143,unknown,media,,26,site-static,n/a,fully-accounted-fourth-order,Directory recursively resolves to 26 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/templates,3,2,1,10,214195,html,ui-or-product,components,10,site-templates,n/a,fully-accounted-fourth-order,Directory recursively resolves to 10 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
goida-vpn-site,source/app/templates/components,4,8,0,8,144836,html,ui-or-product,,8,site-templates,n/a,fully-accounted-fourth-order,Directory recursively resolves to 8 exact hashed surfaces across 1 reviewed module family/families; no child path is omitted from the surface matrix.,reviewed
